hscode,hsdesc,latest_import_usd_mn,growth_5yr_pct,export_offset_usd_mn,export_coverage_pct,dependence_score
7106,SILVR(INCLD SLVR PLTD WTH GOLD/PLTNM)     UNWRGHT/IN SEMI MNFCTRD FORM/IN PWDR FORM,12050.81,267.83,49.69,0.41,97.12
8802,"OTHR AIRCRAFT EXCEPT UNMANNED AIRCRAFT OF 8806(eg HELICOPTER, AEROPLANE)SPACECRAFT (INCL SATELLITE) AND SUBORBITAL AND SPACE",12834.59,175.50,75.00,0.58,96.17
2843,COLLOIDL PRECIOUS METALS;INORGNC/ORGNC    CMPNDS OF PRECIOUS METALS W/N CHMCLY      DEFINED AMALGAMS OF PRECIOUS METAL,5595.68,207.18,36.29,0.65,95.75
8542,ELCTRNC INTEGRTD CIRCUITS AND MICRO,30322.88,122.38,279.68,0.92,94.94
2603,COPPER ORES AND CONCERTRATES,5940.81,97.46,39.63,0.67,92.78
8507,"ELCTRC ACCUMLTRS,INCL SEPARATORS          THEREFOR W/N RECTANGULAR(INCL SQ)",5623.90,144.34,713.51,12.69,90.91
7114,ARTCLS OF GOLDSMTHS/SLVRSMTHS WARES AND   PRTS OF PRCS MTL/MTL CLD WTH PRCS MTL,1365.53,40160.18,20.59,1.51,90.78
7218,STAINLESS STEEL IN INGOTS OR OTHER PRIMARY FORMS; SEMI,1399.04,2466.37,38.51,2.75,90.30
7007,SAFTY GLSS CONSTNG OF TOUGHND/LMNTD GLSS,1504.02,615.03,62.70,4.17,90.07
7404,COPPER WASTE AND SCRAP,3429.19,115.71,318.46,9.29,89.47
7108,GOLD(INCL GOLD PLTD WTH PLTNM)UNWROUGHT   OR IN SEMI MNFCTRD FORMS/IN PWDR FORM,71977.29,55.91,242.55,0.34,89.37
8486,"MACHINES AND APPARATUS OF A KIND USED     SOLELY FOR THE MANUFACTURE OF             SEMICONDUCTOR BOULES OR WAFERS, DEVI",1386.25,852.08,80.50,5.81,89.27
8447,"KNTNG MCHNS,STCH",930.45,162.96,4.67,0.50,86.20
5201,"COTTON, NOT CARDED OR COMBED",1856.75,244.38,436.37,23.50,86.17
3105,"MNRL/CHMCL FRTLSRS WTH TWO/THREE OF THE   FRTLSNG ELMNTS N,P AND K; OTHR FRTLSRS SMLR GOODS IN TBLTS/LIKE FRM IN PKT OF",7012.08,41.74,24.72,0.35,86.05
8446,WEAVING MACHINES (LOOMS),1087.91,136.13,40.60,3.73,85.26
8479,"MCHNS AND MCHNCL APPLNCS HVNG INDVDL        FUNCTNS,N.E.S.",4131.91,111.59,1320.11,31.95,85.12
8473,"PARTS AND ACCESSORIES OTH THN COVERS, CARRYING CASES)SUITABLE FOR USE SOLELY /PRINCIPALLY WITH MACHINES OF HDG 8470 TO 8472",4025.94,65.58,524.02,13.02,84.84
0802,"OTHER NUTS, FRESH OR DRIED, WHETHER OR NOT SHELLED OR PEELED",2090.70,57.09,29.58,1.41,84.69
8534,PRINTED CIRCUITS,1677.04,91.19,175.39,10.46,84.64
7403,"REFINED COPPER AND COPPER ALLOYS,         UNWROUGHT",2768.10,127.08,1019.98,36.85,84.41
0801,"COCONUTS, BRAZIL NUTS AND CASHEW NUTS,    FRESH OR DRIED, WHETHER OR NOT SHELLED OR PEELED",2357.45,85.95,505.29,21.43,84.15
8462,MCHN,1029.97,140.86,72.01,6.99,83.97
9031,"MEASURING OR CHECKING INSTRUMENTS,        APPLIANCES AND MACHINES, NOT SPECIFIED OR INCLUDED ELSEWHERE IN THIS",2120.06,79.87,379.86,17.92,83.57
7610,"ALMNM STRCTRS AND PRTS OF STRCTRS(BRDGS     TOWRS,ROOFS ETC.)ALMNM PLATES",788.84,640.22,103.05,13.06,82.05
8536,ELCTRCLS APPRTS FR SWTCHNG/PRTCTNG ELCTRCLCIRCUITS ETC.(E.G.SWTCHS RELAYS ETC.)     FOR A VOLTAGE NOT EXCDG 1000 VOLTS,3586.33,80.79,1517.26,42.31,81.87
7602,ALUMINIUM WASTE AND SCRAP,4551.38,31.92,53.80,1.18,81.69
4005,CMPNDED RUBR UNVULCNSD IN PRMRY           FORMS/IN PLATES SHEETS/STRIP,697.08,231.06,45.86,6.58,81.65
8426,"DERRICKS;CRNS,INCL CABLE CRNS;MOBL LFTNG  FRMS,STRDL CRRS AND WRKS TRCKS FTD WTH A CRN",1043.75,108.17,119.21,11.42,81.42
2613,MOLYBDENUM ORES AND CONCENTRATES,634.92,206.18,20.12,3.17,81.39
3103,"MINERAL OR CHEMICAL FERTILISERS,          PHOSPHATIC",640.15,127263.27,71.96,11.24,81.26
7402,UNREFINED COPPER; COPPER ANODES FOR       ELECTROLYTIC REFINING,2600.66,34.35,30.13,1.16,80.93
0713,DRID LEGUMINOUS VEG SHLD W/N SKINNED/SPLIT,3631.47,58.36,969.58,26.70,80.68
8455,METAL,940.58,154.70,202.57,21.54,80.43
8428,"OTHER LIFTING, HANDLING, LOADING OR       UNLOADING MACHINERY (FOR EXAMPLE, LIFTS,  ESCALATORS, CONVEYORS, TELEFERICS)",1123.68,184.80,365.57,32.53,80.35
8518,"MCROPHONESANDSTNDS THRFR;LOUDSPKR,W/N MNTD  HEADPHONE,EARPHONE AND COMBND MCROPHONE/SPKRSETS;AUDIO FRQNCY AMPLFYR;SND AM",1865.60,59.67,269.78,14.46,80.28
7113,ARTCLS OF JEWELLERY AND PRTS THEREOF; OF    PRCS MTL/OF MTL CLD WTH PRECIOUS METAL,4930.51,683.53,13276.62,269.27,80.13
2510,"NATRL CALCIUM PHOSPHATES,NATRL ALMNM      CALCIUM PHOSPHATES AND PHOSPHATIC CHALK",1857.04,32.25,0.13,0.01,79.64
2709,"PETROLEUM OILS AND OILS OBTAINED FROM     BITUMINOUS MINERALS, CRUDE",134716.78,10.02,0.00,0.00,79.49
9027,"INSTRUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL ANALYSIS (FOR EXAMPLE,           POLARIMETERS, REFRACTOMETERS, SPECTR",2193.56,40.69,208.59,9.51,79.34
8443,"PRINTNG MACHNRY,INCL INK",1938.18,48.18,257.12,13.27,79.19
7411,COPPER TUBES AND PIPES,1109.93,65.94,135.67,12.22,78.50
7802,LEAD WASTE AND SCRAP,418.97,141.58,0.00,0.00,78.46
8417,"INDUSTRIAL OR LABORATORY FURNACES AND     OVENS, INCLUDING INCINERATORS, NON",562.52,309.83,84.94,15.10,78.36
8504,"ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS",4405.25,69.74,3199.92,72.64,78.21
2606,ALUMINIUM ORES AND CONCENTRATES,545.51,114.20,13.57,2.49,78.15
1507,SOYA BEAN OIL AND ITS FRACTNS W/N REFIND    BUT NOT CHEMICALLY MODIFIED,6207.78,12.22,44.93,0.72,78.12
8501,ELCTRC MOTRS AND GENRTRS(EXCL GENRTNG SETS),1875.02,72.37,902.10,48.11,78.03
7408,COPPER WIRE,1834.76,83.72,999.44,54.47,77.95
4703,"CHEMICAL WOOD PULP, SODA OR SULPHATE,     OTHER THAN DISSOLVING GRADES",862.70,49.38,0.04,0.00,77.72
8471,AUTOMATIC DATA PROCESSING MACHINES AND    UNITS,13707.02,17.91,1074.61,7.84,77.26
3818,CHMCL ELMNT DOPD FR ELCTRNCS IN DISC,392.50,140.02,0.76,0.19,77.26
8532,"ELCTRCL CAPACITORS FIXD,VARIABLE/         ADJUSTABLE(PRE",1281.04,49.38,158.87,12.40,76.86
6909,CERMC WARES FOR LABRTRY ETC;CERMC TROUGHS TUBS ETC;FOR USE IN AGRCLTR CERMC POTS    ETC;FOR CONVEYANCE/PCKNG OF GOODS,376.59,196.06,5.65,1.50,76.68
9102,WRIST,489.54,116.32,24.68,5.04,76.30
8433,"HRVSTNG/THRSHNG MCHNRY INCL STRAW/FODR    BLRS;GRASS MOWRS;MCHNS FR CLNG,SRTNG EGGS,FRUIT/OTHR SMLR PRDC EXCL MCHNRY OF",537.45,299.54,113.31,21.08,76.15
7225,FLT,2054.46,23.42,60.21,2.93,76.02
8523,"PREPRD UNRECORDED MEDIA FOR SOUND         RECRDNG/SMLR RECRDNG OF OTHR              PHENOMENA,OTHR THN PRDCTS OF CH.37",1686.44,37.15,196.93,11.68,76.00
8414,"AIR/VACUUM PUMPS,AIR/OTHR GAS COMPRSRS AND  FANS;VNTLTNG/RCYCLNG HOODS INCRPRTNG A    FAN,W/N FITTED WITH FILTERS",3221.04,46.39,1480.97,45.98,75.80
3104,"MINERAL OR CHEMICAL FERTILISERS, POTASSIC",1332.85,28.56,3.36,0.25,75.79
8477,"MCHNR FR WRKNG RUBBR/PLSTCS/FR THE MNFCTR OF PRDCTS FROM THESE MTRLS,N.E.S.",1961.37,39.66,396.57,20.22,75.69
8503,PARTS SUITABLE FOR USE SOLELY OR          PRINCIPALLY WITH THE MACHINES OF HEADING  8501 OR 8502,1441.41,136.72,1425.97,98.93,75.67
1512,"SUNFLOWER SEED, SAFFLOWER OR COTTON SEED  OIL AND THEIR FRACTIONS THEREOF, WHETHER  OR NOT REFINED, BUT NOT CHEMICALLY M",3324.78,13.24,116.54,3.51,75.59
7204,FERROUS WASTE AND SCRAP; REMELTING SCRAP  INGOTS,4558.72,5.10,21.99,0.48,75.29
1701,CANE/BEET SUGR CHMCLY PURE SUCRSE IN SOLID,1266.97,670.68,2042.02,161.17,75.21
7616,OTHER ARTICLES OF ALUMINIUM,843.40,247.09,515.07,61.07,75.06
7208,FLAT,1730.85,83.60,1564.86,90.41,75.02
8422,"DISH WASHING MACHINES; MACHINERY FOR      CLEANING OR DRYING BOTTLES OR OTHER       CONTAINERS; MACHINERY FOR FILLING, C",917.15,83.11,293.91,32.05,74.84
9021,"ORTHPDC APLNCS,ARTFCL PRTS OF TH BODY;HRNGAIDS AND OTHR APLNCS WHCH ARE WRN/CRRD/     IMPLNTD IN THE BODY TO CMPNST DFCT",1050.85,83.81,493.22,46.94,74.74
8483,TRNSMSN SHFTS AND CRNKS;GEARS;BALL SCREWS;  BEARING HOUSING ANDOTHR PLAIN SHFT BEARINGS SPD CHNGRS INCL TORQUE CNVRTRSFF,2466.98,65.00,2242.11,90.88,74.61
1805,"COCOA POWDER, NOT CONTAINING ADDED SUGAR  OR OTHER SWEETENING MATTER",317.24,202.50,4.82,1.52,74.61
9022,OTHR APPLINCES OF 9021 BTA/GMAOR OTHR IONISING  RADITIONS INCL RADIOTHRPY APPRTS X,1356.35,56.16,391.44,28.86,74.55
9030,"OSCLSCPS AND OTHR INSTRMNTS AND APRTS FR MSRNGCHKNG ELCTRCL QUNTTS,INSTRMNTS AND APRTS FR MSRNG/DTCTNG ALPHA,BTA,GMA,X",993.99,61.28,205.14,20.64,74.46
2711,PETRLM GASES AND OTHR GASEOUS HYDRCRBNS,26633.66,0.78,393.30,1.48,74.35
2809,"DIPHOSPHORUS PENTAOXIDE; PHOSPHORIC ACID; POLYPHOSPHORIC ACIDS, WHETHER OR NOT      CHEMICALLY DEFINED",2681.08,6.81,13.93,0.52,74.17
8537,"BORDS PANLS ETC EQUIPD WTH TWO OR MORE    APPRTS OF HDG 8535/8536,INCL THOSE        INCORPRTNG INSTRMNTS/APPRTS OF CH 90",1467.18,80.08,1124.24,76.63,74.10
9018,"INSTRMNTS AND APPLNCS USED IN MDCL,SURGCL,  DNTL/VTRNRY SCNCS,INCL SCNTGRPHC APPRTS   ELCTRO",3097.10,40.43,1500.84,48.46,73.90
4408,VENER SHET AND SHETS FOR PLWD (W/N SPLICD)AND OTHR WOOD SAWN IN LENTH SLICD/PEELD W/N PLANED OR FINGR JTD THIKNES <= 6MM,509.16,74.02,28.07,5.51,73.88
2601,"IRON ORES AND CONCENTRATES, INCLUDING     ROASTED IRON PYRITES IRON ORES AND        CONCENTRATES, OTHER THAN ROASTED IRO",1254.22,164.43,1708.33,136.21,73.64
2208,"UNDNATRD ETHYL ALCHL WTH<80% ALCHL        STRNGTH;SPRTS ,LIQRS AND OTHR SPRTOUS BVRGS;COMPND ALCHL PRPN FOR MNUFCTRE OF",690.79,116.91,261.49,37.85,73.47
8517,"ELCTRCL APARTS FR LINE TELEPHNY/TELGRPHY, INCL TELPHON SETS WTH CORDLS HANDSET      CARIER",21717.08,55.10,33759.21,155.45,73.36
3919,SELF,800.84,68.14,186.32,23.27,73.36
1511,"PALM OIL AND ITS FRACTIONS, WHETHER OR NOT REFINED, BUT NOT CHEMICALLY MODIFIED",9591.60,-5.69,49.30,0.51,73.32
8480,"MOULDING BOXES FOR METAL FOUNDRY; MOULD   BASES; MOULDING PATTERNS; MOULDS FOR METAL (OTHER THAN INGOT MOULDS), METAL CA",1137.74,45.64,240.32,21.12,73.09
8906,"OTHER VESSELS, INCLUDING WARSHIPS AND     LIFEBOATS OTHER THAN ROWING BOATS",833.44,652.66,908.48,109.00,72.94
2713,PETROLM COKE PETROLM BITUMN AND OTHR RESDUS OF PETRLM OILS/OILS OBTND FRM BITMNS MNRLS,3114.14,11.96,325.94,10.47,72.89
8457,"MACHINING CENTRES, UNIT CONSTRUCTION      MACHINES (SINGLE STATION) AND MULTI",618.38,71.67,93.80,15.17,72.88
3902,"POLYMERS OF PROPYLENE OR OF OTHER OLEFINS, IN PRIMARY FORMS",2142.57,21.35,303.29,14.16,72.83
8543,"ELCTRCL MCHNS AND APPRTS,HVNG INDIVIDUAL    FNCTNS N.E.S.IN THIS CHAPTER",1042.55,54.75,278.14,26.68,72.71
2701,COAL BRIQUETTES OVOIDS AND SIMILAR          SOLID FUELS MANUFACTURED FROM COAL,26729.10,-12.73,178.32,0.67,72.69
7606,"ALMNM PLTS,SHTS AND STRP OF THCKNS>0.2 MM",876.89,61.11,219.09,24.98,72.53
9026,"INSTRMNTS AND APRTS FR MSRNG/CHKNG THE FLOW,LEVL,PRSR/OTHR VARIABLES OF LIQUID/GASES  EXCL APPRTS OF HDG 9014,9015,9028/",763.51,102.29,362.34,47.46,72.38
8708,PARTS AND ACCESSORIES OF THE MOTOR        VEHICLES OF HEADINGS 8701 TO 8705,6970.61,44.22,7642.94,109.65,72.36
7409,"COPPER PLATES, SHEETS AND STRIP, OF A     THICKNESS EXCEEDING 0.12.5 MM",501.88,136.06,136.46,27.19,72.36
3824,"PRPD BNDRS FR FOUNDRY MOULDS/CORES,CHMCL  PRDCTS AND PRPNS,RESDUAL PRDCTS OF CHMCL    OR ALLIED INDUSTRIES N.E.S.",1527.79,38.95,461.23,30.19,72.02
2801,"FLUORINE, CHLORINE, BROMINE AND IODINE",365.69,112.87,32.61,8.92,71.85
8607,PRTS OF RLWAY/TRMWAY LCMTVS/ROLLNG,513.59,140.86,180.83,35.21,71.83
3901,POLYMERS OF ETHYLENE IN PRIMARY FORMS,3517.73,8.72,434.68,12.36,71.72
1804,"COCOA BUTTER, FAT AND OIL",404.04,370.86,122.62,30.35,71.69
8525,"TRNSMISN APARATS FR RADIO,TELEPHNY ETC    W/N INCRPRTNG RECEPTION APPRTS/SOUND      RECORDING/REPRDCNG APPRTS;TV CAMERAS",2070.14,12.04,214.34,10.35,71.67
8524,"*RECORDS,TAPES & OTHR RECORDED MEDIA       FOR SOUND/OTHR SMLRLY RECORDED PHENOMENA  BUT EXCL PRDCTS OF CHAPTER 37",5594.17,0.00,292.46,5.23,71.60
8538,"PRTS SUITBL FR USE SOLELY/PRINCIPALLY WTH THE APPRTS OF HDG NO.8535,8536/8537",1580.69,64.60,1584.39,100.23,71.49
6001,"PILE FABRICS INCLUDING LONG PILE FABRICS AND TERRY FABRICS,KNITTED/CR",258.39,289.73,14.17,5.48,71.42
2616,PRECIOUS METAL ORES AND CONCENTRATES,212.18,561.09,1.66,0.78,71.26
8515,"ELCTR(INCL ELCTACLLY HTD GAS)LASER/OTHR   LIGHT/PHOTON BEAM ETC,BRZNG/SLDRNG MCHNS  ETC FR HOT SPRYNG OF MTLS/CERMETS",548.23,65.63,84.34,15.38,71.12
3102,"MINERAL OR CHEMICAL FERTILISERS,          NITROGENOUS",5564.52,-17.37,28.77,0.52,71.02
8505,ELCTRO,464.49,78.66,61.25,13.19,70.74
7601,UNWROUGHT ALUMINIUM,1334.73,118.15,4277.11,320.45,70.55
4002,"SYNTHETIC RUBBER AND FACTICE DERIVED FORM OILS, IN PRIMARY FORMS OR IN PLATES,      SHEETS OR STRIP; MIXTURES OF ANY PRO",1456.10,18.52,144.55,9.93,70.45
4004,"WASTE, PARINGS AND SCRAP OF RUBBER (OTHER THAN HARD RUBBER) AND POWDERS AND GRANULES OBTAINED THEREFROM",214.40,371.98,5.36,2.50,70.45
8424,MCHNCL APPLNCS (W/N HND,640.13,65.90,173.11,27.04,70.35
8454,"CNVRTRS,LADLS,INGOT MOULDS AND CASTNG MCHNS USD IN METALLURGY/IN METAL FOUNDRIES",349.04,116.61,48.07,13.77,70.30
7219,FLT,1505.33,31.54,460.08,30.56,70.05
8401,"NUCLEAR REACTRS;FUEL ELMNTS (CARTRIDGES), NON",184.42,778747.17,0.91,0.50,69.97
3502,ALBUMINS ALBUMINTS AND OTHR ALBUMIN DRVTVS,307.96,112.47,22.94,7.45,69.85
8481,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIPES, BOILER SHELLS, TANKS, VATS OR THE LIKE, INCLUDING PRESSURE",2423.43,44.68,2839.55,117.17,69.67
8527,RECEPTION APPARATUS FOR RADIO,317.53,97.90,27.94,8.80,69.65
8544,"INSULATED (INCL ENAMELLED OR ANODISED) WIRE, CABLE (INCL CO",1781.27,62.16,2871.34,161.20,69.60
0804,"DATES, FIGS, PINEAPPLES, AVOCADOS, GUAVAS, MANGOES, AND MANGOSTEENS, FRESH OR DRIED",623.21,62.26,156.88,25.17,69.59
8901,"CRUISE SHIPS, EXCURSION BOATS , FERRY",1273.47,70.34,1639.03,128.71,69.59
2503,"SULPHUR OF ALL KINDS, OTHER THAN SUBLIMED SULPHUR, PRECIPITATED SULPHUR AND         COLLODIAL SULPHUR",776.36,63.72,329.36,42.42,69.55
8419,"MCHNRY,PLNT/LABORATORY EQPMNT,W/N ELCTRCLYHEATD,FR HEATNG,COOKNG,ETC,EXCL MCHNRY FR DOMSTC PURPS;STORG WTR HEATRS,NON",1468.72,56.80,1390.14,94.65,69.47
2917,"PLYCRBOXYLC ACDS,THR ANHYDRDS,HALIDES,    PEROXIDES ANDPEROXYACDS,OTHR HALGNTD SLPHNTDNITRATED OR NITROSATED DERIVATIVES",1993.25,9.90,308.95,15.50,69.32
7207,SEMI,511.22,3698.31,496.46,97.11,69.27
8466,"PRTS AND ACCSSRS SUITBL FR USE WTH MCHNS OF HDG NOS8456 TO 8465,INCL WRK/TOOL  HOLDRS,SLF",872.77,47.13,259.06,29.68,69.21
7326,OTHER ARTICLES OF IRON OR STEEL,1261.48,64.30,1390.78,110.25,68.96
8411,TURBO,4108.40,39.88,5672.06,138.06,68.86
3907,"POLYACETALS, OTHER POLYETHERS AND EPOXIDE RESINS,",2732.95,9.73,736.05,26.93,68.58
2902,CYCLIC HYDROCARBONS,2819.81,20.79,1449.76,51.41,68.40
8703,MOTR CARS AND OTHR MOTR VHCLS FR TRNSPRT OF PERSONS(EXCL OF 8702)INCL RCNG CARS ETC,991.55,189.58,9040.19,911.72,68.23
8533,ELCTRCL RESISTORS(INCL RHEOSTATS AND        POTENTIOMETERS)OTHR THN HTNG RESISTORS,495.21,49.06,60.02,12.12,67.72
2704,COKE AND SEMI,1160.14,6.97,36.38,3.14,67.65
4702,"CHEMICAL WOOD PULP, DISSOLVING GRADES",764.38,11.97,0.00,0.00,67.47
8421,"CENTRIFUGES, INCLUDING CENTRIFUGAL DRYERS; FILTERING OR PURIFYING MACHINERY AND     APPARATUS, FOR LIQUIDS OR GASES",1872.45,29.69,1186.94,63.39,67.39
7901,UNWROUGHT ZINC,802.00,73.48,811.74,101.21,66.96
3920,"OTHER PLATES, SHEETS, FILM, FOIL AND      STRIP, OF PLASTICS, NON",2078.66,24.62,1274.60,61.32,66.89
5403,"ARTIFICIAL FILAMENT YARN(EXCL SEWING      THREAD),NOT PUT UP FOR RETAIL SALE,INCL   ARTIFICIAL MONOFILAMENT OF < 67 DECI",456.08,48.36,49.46,10.84,66.61
8535,"ELCTRCL APPRTS FR SWTCHNG/PROTCTNG ELCTRCLCIRCUITS ETC.(E.G. SWTCHS,FUSES,LIGHTNING ARRESTERS ETC)FR A VLTG EXCDG 1000 V",407.15,262.88,328.90,80.78,66.55
8431,PRTS SUITBL FR USE SOLELY/PRNCPLY WTH THE MCHNRY OF HDGS.NOS.8425 TO 8430,1973.95,27.84,1507.50,76.37,66.38
9401,"SEATS (OTHER THAN THOSE OF HEADING 9402), WHETHER OR NOT CONVERTIBLE INTO BEDS, AND PARTS THEREOF",672.30,59.43,345.37,51.37,66.28
2905,"ACYCLIC ALCOHOLS AND THEIR HALOGENATED,   SULPHONATED, NITRATED OR NITROSATED       DERIVATIVES",2752.26,-0.94,515.11,18.72,66.28
4403,"WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED",1013.03,3.46,5.87,0.58,66.18
3904,"POLYMERS OF VINYL CHLORIDE OR OF OTHER    HALOGENATED OLEFINS, IN PRIMARY FORMS",2686.12,-13.81,278.97,10.39,66.18
8474,"MCHNRY FR SORTNG,SCRENG,SEPARTNG,WASHNG,  CRSHNG ETC OF MNRL SUBSTNCS,IN SOLID FORM MCHNS FR SHPNG MNRL FUELANDFRMNG MLD",715.89,95.48,953.44,133.18,66.12
3815,"REACTION INITIATORS, REACTION ACCELERATORS AND CATAL PREPARATIONS, NOT ELSEWHERE    SPECIFIED OR INCLUDED",907.56,26.88,200.29,22.07,65.98
5301,"FLUX,RAW OR PRCSSD BUT NT SPUN;FLAX TOW AND WAST(INCL YARN WAST AND GARNTTD STOCK)",218.43,95.82,14.10,6.46,65.82
8514,INDSTRL/LABORATORY ELCTRC(INCL INDUCTN/   DIELCTRC)FURNACES ETC;OTHR INDSTRL/       LABORATORY INDUCTN/DIELCTRC HTNG EQP,311.50,175.11,132.86,42.65,65.72
3822,"DIAG./LAB REAGNT ON A BCKNG,PRPRD DIAG./LAB REAGNTS WH/NOT ON BACKNG ,WHTR OR NT IN THE FORM OF  KIT EXCL HDNG 3006,",1055.52,20.45,243.93,23.11,65.67
7203,"FERUS PRDCTS FROM DIRECT REDUCTN OF IRON  ORE AND OTHR SPNGY FERS PRDCTS IN LMPS,PLLTSETC; >=99.94% PURE IRON BY WT IN L",400.00,2635.62,471.85,117.96,65.60
9032,AUTMTC REGLTNG/CONTRLNG INSTRMNTS AND APRTS,1180.32,28.63,547.08,46.35,65.60
8459,MCHN,214.80,119.02,22.48,10.46,65.49
8001,UNWROUGHT TIN,489.77,32.77,25.03,5.11,65.44
8541,"SEMCOND DVS[SCD]( DIOD,TRNSTR,TRNSDCER); P SENST [SCD],P VOLT IF WITH MDL/ OF PNEL, LED,IF WITH LED;MTD PIEZO",6154.48,-22.54,1206.13,19.60,65.40
4707,RECOVERED (WASTE AND SCRAP) PAPER OR      PAPERBOARD,1389.22,-24.95,0.05,0.00,65.36
2602,MN ORES AND CONCENTRATS INCLDNG FERRUGINS MN    ORS AND CONCNTRTS WTH MN CNTNT 20 PERCNTOR MORE CALCULTED ON THE DRY WEI,1224.07,-5.26,14.92,1.22,65.32
2707,OILS AND OTHER PRODUCTS OF THE            DISTILLATION OF HIGH TEMPERATURE COAL TAR SIMILAR PRODUCTS IN WHICH THE WEIGHT,1244.12,13.99,318.13,25.57,65.24
8460,"MACHTOOLS FOR DEBURNG,SHARPN,GRINDG, POLISHING OR OTH FNSH METAL,OR CERMETS BY MEANS OF GRINDING STONES",276.34,83.02,37.52,13.58,65.11
3926,OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914,1491.74,24.42,824.72,55.29,65.09
4407,"WOOD SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, WHETHER OR NOT PLANED, SANDED OR ENDJOINTED, OF A THICKNESS EXCEEDING",516.23,26.00,11.15,2.16,65.02
8458,LATHES (INCLUDING TURNING CENTRES) FOR    REMOVING METAL,292.78,83.04,48.67,16.62,64.99
8482,BALL OR ROLLER BEARINGS,1568.72,20.49,813.23,51.84,64.93
2941,ANTIBIOTICS,1866.32,11.40,912.88,48.91,64.64
4810,PAPR/PAPRBORD COATD ON ONE/BOTH SIDES     WITHKALN/OTHR INORG SUBSTS AND NO OTR COATNG W/NSURFCE COLRD/DECORTD/PRNTD IN,728.55,44.78,370.77,50.89,64.58
7318,"SCRWES,BOLTS,NUTS,COACHSCREWS,SCREW HOOKS RIVETS,COTTERS,COTTER",1151.33,34.40,864.35,75.07,64.53
5903,"TXTL FBRCS IMPRGNTD,COATD,CVRD/LAMNTD     WTH PLASTICS EXCL THOSE OF HDG NO. 5902",521.28,58.87,243.56,46.72,64.50
8412,OTHER ENGINES AND MOTORS,736.12,63.76,720.52,97.88,64.45
7115,OTHER ARTICLES OF PRECIOUS METAL OR OF,140.92,2810.55,2.99,2.12,64.38
8413,"PUMPS FOR LIQUIDS, WHETHER OR NOT FITTED  WITH A",1622.34,28.02,1604.83,98.92,63.82
9002,"PRISMS,MIRRORS AND OTHR OPTCL ELMNTS,UNMNTD BEING PRTS OR FTTNGS FOR INSTRMNTS/APPRTS OTHR THN SUCH ELMNTS OF GLS,NT OPT",232.36,90.40,32.95,14.18,63.67
8463,OTHER MACHINE,185.88,152.89,21.29,11.46,63.40
9801,PROJECT GOODS,1060.24,-21.81,1.78,0.17,63.39
7005,FLOT AND SRFC GRND/POLSH GLS TN SHTS WH/NT  HAVNG AN ABSRBNT REFLCTNG/NON,299.38,73.58,74.43,24.86,63.21
8207,INTRCHANGBL TOOLS FOR HND TOOLS W/N POWR  OPERATD OR FOR MACHIN TOOL(E.G.FOR PRESNG STAMPING ETC.)DIES FR DRILNG/BORNG T,744.12,36.48,365.00,49.05,62.79
8528,"RECEPTION APARATUS,WH/NOT INCORPRTNG RADIOBRODCST RECIVRS/SOUND/VIDEO RCORDNG/      REPRODUCING APARATUS,VIDEO MONITORS",1098.05,5.68,203.04,18.49,62.76
8409,PARTS SUITABLE FOR USE SOLELY OR          PRINCIPALLY WITH THE ENGINES OF HEADING   8407 OR 8408,1689.26,22.49,1760.38,104.21,62.50
3002,"HUMN,ANML,BLD FR MDCNL USE; MDFD IMUNLGCL PRDT W/N_BITECH PRCS;VCCNS,TXNS,CLTR_MCRGNSM,ETHER SMLR P; CELL CLTR ,W/N MDFD",1587.13,29.77,2246.68,141.56,62.48
6005,"WARP KNIT FABRICS (INCLUDING THOSE MADE ON GALLOON KNITTING MACHINES), OTHER THAN   THOSE OF HEADINGS 6001 TO 6004",200.21,90.81,24.95,12.46,62.36
8451,"0THER PARTS OF HOUSEHOLD LAUNDRY TYPE MCHNETCANDMCHNS FR APPLYNG PST TO BASE FBRC ETC;MCHNS FR RLNG,UNRLNG,FLDNG/CTTNG T",326.83,57.50,75.55,23.12,62.26
6902,"REFRACTORY BRICKS, BLOCKS, TILES AND      SIMILAR REFRACTORY CERAMIC CONSTRUCTIONAL GOODS, OTHER THAN THOSE OF SILICEOUS",333.90,94.81,194.58,58.27,62.23
2515,"MARBLE, TRAVERTINE, ECAUSSINE AND OTHER   CALCAREOUS MONUMENTAL OR BUILDING STONE OF AN APPARENT SPECIFIC GRAVITY OF 2.5",353.06,42.61,49.31,13.97,62.13
4001,NATRL RUBR BALATA GUTTAPERCHA ETC AND SMLR  NATRL GUMS IN PRMRY FRMS/IN PLTS SHTS/STRP,893.19,-13.51,5.85,0.65,62.05
2901,ACYCLIC HYDROCARBONS,1039.97,3.76,158.40,15.23,61.95
